"tokenId","documentId","textContent","textOffset","lemma","index","partOfSpeech_tag","partOfSpeech_aspect","partOfSpeech_case","partOfSpeech_form","partOfSpeech_gender","partOfSpeech_mood","partOfSpeech_number","partOfSpeech_person","partOfSpeech_proper","partOfSpeech_reciprocity","partOfSpeech_tense","partOfSpeech_voice","dependencyEdge_headTokenIndex","dependencyEdge_label"
"14037227a9db8010e0a59d3c3dbcf386","VERIFY_ALL_METHODS_SUCCESS","aged","366","aged","66","ADJ","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","65","ACOMP"
"c6e7c763101398ffc2d5a2454867486e","VERIFY_ALL_METHODS_SUCCESS","39","371","39","67","NUM","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","66","DEP"
"11c08962e081940c10e5ce01f59d710c","VERIFY_ALL_METHODS_SUCCESS",".","373",".","68","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","65","P"
"2c303d2d1f509b0327bf77b105c70529","VERIFY_ALL_METHODS_SUCCESS","The","375","The","69","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","71","DET"
"73fed98d0fa758d12ccd204bce079756","VERIFY_ALL_METHODS_SUCCESS","hocker","379","hocker","70","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","71","NN"
"31b266fb1853f793f7104f97bf0e8f26","VERIFY_ALL_METHODS_SUCCESS","player","386","player","71","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","73","NSUBJPASS"
"cccfa9b0ce55696218417381b5a46a26","VERIFY_ALL_METHODS_SUCCESS","was","393","be","72","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","73","AUXPASS"
"27b8c71f841cdc2d69212b68530cd6ea","VERIFY_ALL_METHODS_SUCCESS","considered","397","consider","73","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","PASSIVE","73","ROOT"
"1adb23c14a14f6aa4a53fc934fe89492","VERIFY_ALL_METHODS_SUCCESS","one","408","one","74","NUM","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","73","ATTR"
"4fbd4355747697ac2d96d8ca79701cfa","VERIFY_ALL_METHODS_SUCCESS","of","412","of","75","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","74","PREP"
"1a0f5a0c459ff4d488f3ab7ec1aaa234","VERIFY_ALL_METHODS_SUCCESS","the","415","the","76","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","77","DET"
"e1412872967e9702a9f9f64e0c481325","VERIFY_ALL_METHODS_SUCCESS","best","419","good","77","ADJ","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","75","POBJ"
"1ec47c2ae2c3c86bc51709f573beead1","VERIFY_ALL_METHODS_SUCCESS","in","424","in","78","ADP","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","77","PREP"
"f42c8f4550cb8b4b03248fb49787e68f","VERIFY_ALL_METHODS_SUCCESS","the","427","the","79","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","80","DET"
"43a9eaedf12c9953ca03ea0c31fe4b55","VERIFY_ALL_METHODS_SUCCESS","country","431","country","80","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","78","POBJ"
"abf83183a383402c472597907e6aa64e","VERIFY_ALL_METHODS_SUCCESS",".","438",".","81","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","73","P"
"575ae6748e2c58f1c49e44f1c4977540","AUTO_DETECT_LANGUAGE_SUCCESS","Pavol","0","Pavol","0","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","1","NN"
"fb5d0ac4e75d432c24db812bd0a310a5","AUTO_DETECT_LANGUAGE_SUCCESS","Demitra","6","Demitra","1","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","2","NSUBJ"
"882f8a33cf27a6ff10f41bdc3d45e13e","AUTO_DETECT_LANGUAGE_SUCCESS","was","14","be","2","VERB","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","INDICATIVE","SINGULAR","THIRD","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","PAST","VOICE_UNKNOWN","2","ROOT"
"1fee3332daaaab68716c801e9c764307","AUTO_DETECT_LANGUAGE_SUCCESS","a","18","a","3","DET","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","5","DET"
"12716749e1d0fe64dc26e65627c975e5","AUTO_DETECT_LANGUAGE_SUCCESS","hockey","20","hockey","4","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","5","NN"
"94578027fa46ed2c5b91cf2b0b14350b","AUTO_DETECT_LANGUAGE_SUCCESS","player","27","player","5","NOUN","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","SINGULAR","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","2","ATTR"
"4f0262ddc0f2a7be54b42dba773a98fb","AUTO_DETECT_LANGUAGE_SUCCESS",".","33",".","6","PUNCT","ASPECT_UNKNOWN","CASE_UNKNOWN","FORM_UNKNOWN","GENDER_UNKNOWN","MOOD_UNKNOWN","NUMBER_UNKNOWN","PERSON_UNKNOWN","PROPER_UNKNOWN","RECIPROCITY_UNKNOWN","TENSE_UNKNOWN","VOICE_UNKNOWN","2","P"
